sale_id,user_id,artist_id,merchandise_id,sale_date,sale_price
SALE_00045,USER_08016,ARTIST_018,MERCH_0117,2024-08-02,53.6
SALE_00046,USER_08202,ARTIST_014,MERCH_0085,2024-10-02,49.5
SALE_00047,USER_06909,ARTIST_048,MERCH_0014,2024-08-23,22.62
SALE_00048,USER_05979,ARTIST_026,MERCH_0107,2024-08-26,24.52
SALE_00049,USER_06773,ARTIST_003,MERCH_0148,2024-09-30,20.72
SALE_00050,USER_05722,ARTIST_023,MERCH_0085,2024-04-03,56.14
SALE_00051,USER_05521,ARTIST_014,MERCH_0098,2024-10-10,72.87
SALE_00052,USER_00919,ARTIST_000,MERCH_0133,2024-06-13,25.24
SALE_00053,USER_02148,ARTIST_019,MERCH_0072,2025-07-22,15.02
SALE_00054,USER_00261,ARTIST_040,MERCH_0047,2025-02-14,31.3
SALE_00055,USER_04091,ARTIST_001,MERCH_0176,2025-07-17,18.45
SALE_00056,USER_05756,ARTIST_010,MERCH_0170,2024-03-29,36.43
SALE_00057,USER_03549,ARTIST_039,MERCH_0014,2024-10-08,46.5
SALE_00058,USER_05028,ARTIST_015,MERCH_0147,2024-01-02,64.84
SALE_00059,USER_07753,ARTIST_016,MERCH_0034,2025-07-09,15.25
SALE_00060,USER_05523,ARTIST_045,MERCH_0176,2024-03-17,73.95
SALE_00061,USER_08553,ARTIST_039,MERCH_0131,2024-05-16,32.5
SALE_00062,USER_08926,ARTIST_045,MERCH_0108,2024-09-03,29.3
SALE_00063,USER_04545,ARTIST_042,MERCH_0117,2024-03-23,62.28
SALE_00064,USER_08582,ARTIST_037,MERCH_0022,2025-05-11,23.5
SALE_00065,USER_00245,ARTIST_027,MERCH_0060,2024-02-26,74.22
SALE_00066,USER_03574,ARTIST_030,MERCH_0015,2024-06-11,63.91
SALE_00067,USER_00751,ARTIST_017,MERCH_0173,2024-02-15,17.66
SALE_00068,USER_07733,ARTIST_037,MERCH_0152,2024-08-27,58.63
SALE_00069,USER_06103,ARTIST_009,MERCH_0112,2024-08-17,19.73
SALE_00070,USER_05853,ARTIST_042,MERCH_0065,2024-05-04,25.81
SALE_00071,USER_02790,ARTIST_041,MERCH_0049,2024-03-24,46.1
SALE_00072,USER_08229,ARTIST_047,MERCH_0198,2025-02-26,46.71
SALE_00073,USER_02631,ARTIST_009,MERCH_0136,2024-06-05,54.14
SALE_00074,USER_02821,ARTIST_014,MERCH_0008,2024-12-08,18.88
SALE_00075,USER_03310,ARTIST_013,MERCH_0104,2024-10-09,64.75
SALE_00076,USER_05723,ARTIST_019,MERCH_0185,2025-02-28,52.52
SALE_00077,USER_00793,ARTIST_044,MERCH_0193,2024-10-04,18.34
SALE_00078,USER_02616,ARTIST_045,MERCH_0157,2024-10-16,53.26
SALE_00079,USER_04795,ARTIST_016,MERCH_0199,2025-05-16,56.97
SALE_00080,USER_03893,ARTIST_044,MERCH_0164,2025-04-02,52.02
SALE_00081,USER_01521,ARTIST_037,MERCH_0005,2024-06-22,70.37
SALE_00082,USER_07001,ARTIST_044,MERCH_0184,2025-01-21,71.76
SALE_00083,USER_09576,ARTIST_034,MERCH_0178,2024-08-17,71.22
SALE_00084,USER_06346,ARTIST_045,MERCH_0166,2024-09-01,56.81
SALE_00085,USER_03427,ARTIST_000,MERCH_0135,2024-08-08,67.25
SALE_00086,USER_01283,ARTIST_032,MERCH_0065,2024-02-17,33.7
SALE_00087,USER_07776,ARTIST_027,MERCH_0075,2025-01-25,52.78
SALE_00088,USER_07848,ARTIST_002,MERCH_0026,2025-02-28,62.18
SALE_00089,USER_00830,ARTIST_028,MERCH_0095,2024-06-04,15.4
SALE_00090,USER_07759,ARTIST_010,MERCH_0145,2025-05-01,74.63
SALE_00091,USER_07163,ARTIST_016,MERCH_0138,2024-12-05,38.39
SALE_00092,USER_01444,ARTIST_048,MERCH_0016,2025-03-26,68.25
SALE_00093,USER_02168,ARTIST_041,MERCH_0188,2025-04-15,26.88
SALE_00094,USER_03999,ARTIST_021,MERCH_0057,2025-02-23,67.64
SALE_00095,USER_01013,ARTIST_022,MERCH_0179,2024-06-07,64.9
SALE_00096,USER_00810,ARTIST_032,MERCH_0164,2024-02-09,72.75
SALE_00097,USER_05041,ARTIST_016,MERCH_0109,2025-07-21,67.83
SALE_00098,USER_01435,ARTIST_044,MERCH_0123,2025-01-26,58.66
SALE_00099,USER_07226,ARTIST_030,MERCH_0052,2025-01-24,51.27
SALE_00100,USER_05176,ARTIST_041,MERCH_0127,2025-05-14,20.69
SALE_00101,USER_02731,ARTIST_015,MERCH_0060,2024-02-06,60.5
SALE_00102,USER_08423,ARTIST_029,MERCH_0179,2024-08-28,48.71
SALE_00103,USER_02522,ARTIST_036,MERCH_0198,2024-10-21,17.01
SALE_00104,USER_07411,ARTIST_020,MERCH_0044,2024-04-02,46.95
SALE_00105,USER_05299,ARTIST_010,MERCH_0042,2024-06-15,32.83
SALE_00106,USER_01812,ARTIST_044,MERCH_0089,2024-04-12,23.76
SALE_00107,USER_05050,ARTIST_032,MERCH_0102,2025-05-30,16.04
SALE_00108,USER_07323,ARTIST_016,MERCH_0012,2024-04-23,38.62
SALE_00109,USER_06266,ARTIST_013,MERCH_0161,2025-01-18,25.18
SALE_00110,USER_01679,ARTIST_026,MERCH_0059,2024-07-15,59.77
SALE_00111,USER_09935,ARTIST_045,MERCH_0001,2024-06-23,36.85
SALE_00112,USER_07178,ARTIST_003,MERCH_0006,2025-01-21,58.72
SALE_00113,USER_09454,ARTIST_039,MERCH_0056,2024-09-03,64.94
SALE_00114,USER_00284,ARTIST_036,MERCH_0085,2023-12-25,59.93
SALE_00115,USER_09375,ARTIST_026,MERCH_0075,2025-07-28,54.76
SALE_00116,USER_01494,ARTIST_046,MERCH_0056,2025-04-21,53.56
SALE_00117,USER_05429,ARTIST_026,MERCH_0132,2025-07-13,63.87
SALE_00118,USER_00690,ARTIST_016,MERCH_0096,2025-07-17,26.98
SALE_00119,USER_01910,ARTIST_038,MERCH_0070,2024-11-02,49.29
SALE_00120,USER_06795,ARTIST_000,MERCH_0184,2025-03-10,27.29
SALE_00121,USER_01233,ARTIST_002,MERCH_0032,2025-04-12,24.29
SALE_00122,USER_09892,ARTIST_007,MERCH_0029,2024-07-22,59.86
SALE_00123,USER_04024,ARTIST_011,MERCH_0036,2025-05-09,55.16
SALE_00124,USER_01880,ARTIST_021,MERCH_0148,2024-04-10,23.09
SALE_00125,USER_05158,ARTIST_034,MERCH_0021,2024-04-14,47.12
SALE_00126,USER_09501,ARTIST_030,MERCH_0025,2025-06-05,45.74
SALE_00127,USER_05517,ARTIST_033,MERCH_0096,2024-02-28,46.66
SALE_00128,USER_04505,ARTIST_020,MERCH_0199,2024-02-20,32.51
SALE_00129,USER_05887,ARTIST_029,MERCH_0043,2025-05-23,43.23
SALE_00130,USER_07409,ARTIST_029,MERCH_0057,2024-10-20,43.24
SALE_00131,USER_00954,ARTIST_003,MERCH_0039,2024-08-23,22.9
SALE_00132,USER_08530,ARTIST_026,MERCH_0017,2024-12-26,71.61
SALE_00133,USER_09999,ARTIST_016,MERCH_0028,2025-07-27,50.62
SALE_00134,USER_07709,ARTIST_026,MERCH_0087,2024-05-20,66.61
SALE_00135,USER_09591,ARTIST_002,MERCH_0105,2024-02-10,46.88
SALE_00136,USER_08122,ARTIST_014,MERCH_0107,2025-03-02,58.53
SALE_00137,USER_09098,ARTIST_024,MERCH_0179,2024-06-20,57.22
SALE_00138,USER_07639,ARTIST_049,MERCH_0178,2025-05-12,55.37
SALE_00139,USER_01012,ARTIST_002,MERCH_0188,2024-09-15,18.08
SALE_00140,USER_06865,ARTIST_001,MERCH_0069,2025-06-27,33.58
SALE_00141,USER_04714,ARTIST_034,MERCH_0079,2024-02-23,39.71
SALE_00142,USER_02912,ARTIST_032,MERCH_0123,2025-02-04,18.89
SALE_00143,USER_02752,ARTIST_023,MERCH_0121,2024-10-29,51.93
SALE_00144,USER_02079,ARTIST_020,MERCH_0117,2024-12-12,62.22
SALE_00145,USER_07770,ARTIST_006,MERCH_0058,2025-04-24,40.48
SALE_00146,USER_02133,ARTIST_029,MERCH_0085,2024-05-24,27.01
SALE_00147,USER_01086,ARTIST_028,MERCH_0185,2024-08-19,51.28
SALE_00148,USER_08513,ARTIST_001,MERCH_0046,2025-02-10,64.79
SALE_00149,USER_07391,ARTIST_004,MERCH_0012,2025-07-24,37.29
SALE_00150,USER_02373,ARTIST_032,MERCH_0176,2024-08-31,49.16
SALE_00151,USER_06480,ARTIST_018,MERCH_0163,2025-01-09,42.81
SALE_00152,USER_02082,ARTIST_048,MERCH_0197,2024-09-25,53.52
SALE_00153,USER_01053,ARTIST_035,MERCH_0165,2025-02-25,49.55
SALE_00154,USER_04698,ARTIST_002,MERCH_0125,2025-06-05,64.85
SALE_00155,USER_09070,ARTIST_033,MERCH_0122,2025-07-28,68.81
SALE_00156,USER_01810,ARTIST_039,MERCH_0051,2025-04-26,51.12
SALE_00157,USER_08730,ARTIST_000,MERCH_0196,2025-04-05,70.01
SALE_00158,USER_06266,ARTIST_044,MERCH_0135,2024-04-01,35.82
SALE_00159,USER_04576,ARTIST_025,MERCH_0176,2025-05-09,49.23
SALE_00160,USER_03722,ARTIST_049,MERCH_0174,2024-04-20,45.49
SALE_00161,USER_07696,ARTIST_029,MERCH_0006,2024-09-02,56.77
SALE_00162,USER_03859,ARTIST_030,MERCH_0010,2025-07-07,50.99
SALE_00163,USER_00335,ARTIST_040,MERCH_0067,2025-04-06,48.63
SALE_00164,USER_03956,ARTIST_000,MERCH_0165,2024-04-11,38.67
SALE_00165,USER_03580,ARTIST_003,MERCH_0179,2025-02-21,67.97
SALE_00166,USER_08786,ARTIST_038,MERCH_0199,2024-10-13,60.94
SALE_00167,USER_08408,ARTIST_019,MERCH_0059,2025-06-19,22.24
SALE_00168,USER_02333,ARTIST_004,MERCH_0034,2024-12-23,22.66
SALE_00169,USER_02610,ARTIST_040,MERCH_0030,2025-05-17,29.01
SALE_00170,USER_07604,ARTIST_019,MERCH_0178,2025-01-02,30.35
SALE_00171,USER_03476,ARTIST_046,MERCH_0031,2025-08-04,56.06
SALE_00172,USER_06461,ARTIST_014,MERCH_0043,2024-06-08,74.91
SALE_00173,USER_01073,ARTIST_018,MERCH_0089,2025-06-21,42.63
SALE_00174,USER_07473,ARTIST_002,MERCH_0102,2025-02-11,62.46
SALE_00175,USER_00968,ARTIST_038,MERCH_0133,2025-03-20,19.44
SALE_00176,USER_03392,ARTIST_004,MERCH_0130,2025-06-25,17.22
SALE_00177,USER_08880,ARTIST_028,MERCH_0057,2024-04-22,18.9
SALE_00178,USER_01871,ARTIST_010,MERCH_0115,2024-12-02,45.14
SALE_00179,USER_00832,ARTIST_024,MERCH_0104,2024-01-03,57.67
SALE_00180,USER_06683,ARTIST_039,MERCH_0165,2024-01-18,68.71
SALE_00181,USER_07670,ARTIST_031,MERCH_0013,2024-06-19,33.16
SALE_00182,USER_01729,ARTIST_024,MERCH_0153,2024-01-27,30.83
SALE_00183,USER_05588,ARTIST_028,MERCH_0099,2024-04-16,27.63
SALE_00184,USER_00960,ARTIST_014,MERCH_0191,2024-07-20,20.63
SALE_00185,USER_05957,ARTIST_043,MERCH_0058,2024-10-09,21.24
SALE_00186,USER_05016,ARTIST_039,MERCH_0025,2025-05-13,72.95
SALE_00187,USER_00455,ARTIST_015,MERCH_0023,2024-10-29,72.64
SALE_00188,USER_01786,ARTIST_016,MERCH_0087,2024-10-17,61.7
SALE_00189,USER_01460,ARTIST_048,MERCH_0122,2025-05-03,67.41
SALE_00190,USER_00695,ARTIST_016,MERCH_0010,2024-11-04,60.95
SALE_00191,USER_01039,ARTIST_008,MERCH_0169,2025-04-04,71.55
SALE_00192,USER_02658,ARTIST_032,MERCH_0115,2025-02-15,33.01
SALE_00193,USER_05106,ARTIST_001,MERCH_0105,2025-02-15,49.26
SALE_00194,USER_06760,ARTIST_043,MERCH_0081,2024-03-16,39.95
SALE_00195,USER_07210,ARTIST_028,MERCH_0124,2024-11-25,21.68
SALE_00196,USER_05332,ARTIST_047,MERCH_0047,2024-03-08,31.97
SALE_00197,USER_09603,ARTIST_042,MERCH_0031,2025-03-15,27.85
SALE_00198,USER_08974,ARTIST_037,MERCH_0195,2024-10-03,16.38
SALE_00199,USER_01679,ARTIST_043,MERCH_0107,2025-03-24,34.16
SALE_00200,USER_09066,ARTIST_006,MERCH_0038,2024-03-16,26.96
SALE_00201,USER_07361,ARTIST_045,MERCH_0174,2025-07-18,34.29
SALE_00202,USER_03927,ARTIST_003,MERCH_0075,2024-08-08,62.69
SALE_00203,USER_06150,ARTIST_006,MERCH_0188,2024-07-14,41.06
SALE_00204,USER_06074,ARTIST_003,MERCH_0077,2025-02-25,43.22
SALE_00205,USER_03100,ARTIST_046,MERCH_0184,2024-11-16,61.28
SALE_00206,USER_07574,ARTIST_016,MERCH_0177,2024-04-30,34.5
SALE_00207,USER_00237,ARTIST_029,MERCH_0183,2025-04-30,32.76
SALE_00208,USER_08246,ARTIST_033,MERCH_0197,2025-07-19,60.89
SALE_00209,USER_02301,ARTIST_026,MERCH_0107,2024-10-09,15.23
SALE_00210,USER_00668,ARTIST_037,MERCH_0171,2025-07-23,63.11
SALE_00211,USER_01886,ARTIST_028,MERCH_0153,2025-01-26,58.22
SALE_00212,USER_01914,ARTIST_026,MERCH_0070,2025-01-13,44.74
SALE_00213,USER_08122,ARTIST_004,MERCH_0047,2025-03-09,30.22
SALE_00214,USER_06585,ARTIST_027,MERCH_0199,2024-02-22,47.94
SALE_00215,USER_04973,ARTIST_027,MERCH_0156,2024-11-15,37.76
SALE_00216,USER_08503,ARTIST_035,MERCH_0184,2024-11-12,72.66
SALE_00217,USER_06964,ARTIST_020,MERCH_0094,2024-09-09,26.02
SALE_00218,USER_04155,ARTIST_018,MERCH_0097,2024-07-10,70.57
SALE_00219,USER_05870,ARTIST_028,MERCH_0118,2025-02-05,70.38
SALE_00220,USER_04330,ARTIST_046,MERCH_0173,2025-07-28,16.52
SALE_00221,USER_07511,ARTIST_007,MERCH_0174,2025-07-24,35.72
SALE_00222,USER_07832,ARTIST_006,MERCH_0018,2025-06-10,70.48
SALE_00223,USER_05568,ARTIST_018,MERCH_0167,2024-01-30,54.95
SALE_00224,USER_09081,ARTIST_008,MERCH_0015,2024-06-14,51.72
SALE_00225,USER_00537,ARTIST_038,MERCH_0059,2024-12-25,71.08
SALE_00226,USER_02248,ARTIST_006,MERCH_0138,2025-04-19,36.0
SALE_00227,USER_08979,ARTIST_018,MERCH_0133,2024-03-12,57.58
SALE_00228,USER_02653,ARTIST_008,MERCH_0045,2025-07-10,18.46
SALE_00229,USER_05418,ARTIST_039,MERCH_0012,2024-02-10,35.53
SALE_00230,USER_03606,ARTIST_020,MERCH_0007,2024-02-02,32.77
SALE_00231,USER_08581,ARTIST_005,MERCH_0001,2025-06-11,65.47
SALE_00232,USER_06499,ARTIST_039,MERCH_0185,2024-10-13,27.48
SALE_00233,USER_00608,ARTIST_041,MERCH_0087,2025-07-19,29.44
SALE_00234,USER_04265,ARTIST_005,MERCH_0194,2024-10-05,27.23
SALE_00235,USER_07536,ARTIST_017,MERCH_0162,2024-08-31,39.93
SALE_00236,USER_09380,ARTIST_037,MERCH_0137,2024-10-27,52.09
SALE_00237,USER_05488,ARTIST_009,MERCH_0052,2024-12-07,40.18
SALE_00238,USER_08107,ARTIST_026,MERCH_0089,2025-07-25,24.12
SALE_00239,USER_09254,ARTIST_028,MERCH_0085,2024-03-20,68.97
SALE_00240,USER_02520,ARTIST_042,MERCH_0077,2024-04-05,60.1
SALE_00241,USER_07358,ARTIST_036,MERCH_0194,2024-07-25,67.79
SALE_00242,USER_02610,ARTIST_048,MERCH_0097,2025-01-15,61.13
SALE_00243,USER_09033,ARTIST_007,MERCH_0061,2024-08-06,18.17
SALE_00244,USER_04319,ARTIST_033,MERCH_0197,2024-10-01,71.61
SALE_00245,USER_00040,ARTIST_002,MERCH_0018,2025-07-14,56.49
SALE_00246,USER_09007,ARTIST_007,MERCH_0035,2024-03-14,27.38
SALE_00247,USER_03762,ARTIST_047,MERCH_0126,2024-11-16,72.56
SALE_00248,USER_05304,ARTIST_012,MERCH_0187,2024-12-23,31.63
SALE_00249,USER_05900,ARTIST_033,MERCH_0189,2025-06-07,23.57
SALE_00250,USER_07549,ARTIST_042,MERCH_0163,2025-03-03,30.73
SALE_00251,USER_06524,ARTIST_030,MERCH_0024,2024-10-28,17.39
SALE_00252,USER_06423,ARTIST_019,MERCH_0035,2024-11-17,39.37
SALE_00253,USER_06885,ARTIST_030,MERCH_0171,2024-09-30,23.5
SALE_00254,USER_01294,ARTIST_041,MERCH_0196,2024-08-21,27.76
SALE_00255,USER_09999,ARTIST_004,MERCH_0130,2025-01-31,57.52
SALE_00256,USER_08824,ARTIST_020,MERCH_0065,2024-03-21,38.17
SALE_00257,USER_08712,ARTIST_025,MERCH_0038,2025-03-16,34.11
SALE_00258,USER_09389,ARTIST_011,MERCH_0104,2024-06-28,25.56
SALE_00259,USER_00673,ARTIST_029,MERCH_0121,2024-01-03,60.1
SALE_00260,USER_05004,ARTIST_031,MERCH_0032,2024-05-31,17.03
SALE_00261,USER_05447,ARTIST_018,MERCH_0016,2024-11-16,66.84
SALE_00262,USER_07578,ARTIST_022,MERCH_0038,2024-08-17,67.6
SALE_00263,USER_06150,ARTIST_005,MERCH_0134,2024-06-30,38.9
SALE_00264,USER_09004,ARTIST_028,MERCH_0178,2025-05-20,33.83
SALE_00265,USER_06127,ARTIST_037,MERCH_0126,2025-02-22,17.29
SALE_00266,USER_04511,ARTIST_036,MERCH_0021,2024-04-24,42.34
SALE_00267,USER_05292,ARTIST_047,MERCH_0160,2024-11-26,47.29
SALE_00268,USER_00086,ARTIST_026,MERCH_0073,2024-11-19,38.8
SALE_00269,USER_07630,ARTIST_011,MERCH_0065,2024-09-21,67.54
SALE_00270,USER_04529,ARTIST_023,MERCH_0064,2024-10-08,29.11
SALE_00271,USER_02337,ARTIST_025,MERCH_0167,2024-11-29,70.01
SALE_00272,USER_03033,ARTIST_009,MERCH_0087,2024-09-04,50.8
SALE_00273,USER_02196,ARTIST_032,MERCH_0139,2024-09-11,17.74
SALE_00274,USER_06876,ARTIST_042,MERCH_0065,2024-04-02,44.3
SALE_00275,USER_08732,ARTIST_007,MERCH_0028,2025-06-03,41.68
SALE_00276,USER_02217,ARTIST_012,MERCH_0008,2025-07-31,19.17
SALE_00277,USER_08960,ARTIST_043,MERCH_0006,2024-02-12,70.12
SALE_00278,USER_05109,ARTIST_045,MERCH_0000,2024-03-09,23.26
SALE_00279,USER_09517,ARTIST_021,MERCH_0015,2024-05-25,48.33
SALE_00280,USER_01377,ARTIST_041,MERCH_0040,2024-11-18,65.35
SALE_00281,USER_02287,ARTIST_031,MERCH_0090,2024-12-17,61.71
SALE_00282,USER_02426,ARTIST_007,MERCH_0053,2024-03-27,20.85
SALE_00283,USER_00655,ARTIST_036,MERCH_0071,2024-04-21,42.61
SALE_00284,USER_04692,ARTIST_040,MERCH_0003,2025-03-25,33.2
SALE_00285,USER_08848,ARTIST_029,MERCH_0046,2025-04-02,30.95
SALE_00286,USER_00784,ARTIST_049,MERCH_0046,2025-04-17,73.65
SALE_00287,USER_00312,ARTIST_030,MERCH_0087,2024-02-23,28.2
SALE_00288,USER_08046,ARTIST_033,MERCH_0072,2024-12-08,44.07
SALE_00289,USER_08218,ARTIST_020,MERCH_0037,2024-09-02,51.22
SALE_00290,USER_02155,ARTIST_039,MERCH_0148,2024-09-14,57.9
SALE_00291,USER_06612,ARTIST_009,MERCH_0021,2024-06-02,57.87
SALE_00292,USER_08757,ARTIST_001,MERCH_0088,2024-09-30,32.06
SALE_00293,USER_05876,ARTIST_025,MERCH_0038,2024-11-13,33.35
SALE_00294,USER_09873,ARTIST_034,MERCH_0027,2025-02-05,37.1
SALE_00295,USER_07259,ARTIST_031,MERCH_0110,2025-07-06,74.34
SALE_00296,USER_05029,ARTIST_048,MERCH_0198,2024-06-09,55.39
SALE_00297,USER_09568,ARTIST_008,MERCH_0182,2024-09-02,17.87
SALE_00298,USER_07902,ARTIST_012,MERCH_0057,2025-06-23,72.44
SALE_00299,USER_08132,ARTIST_016,MERCH_0126,2025-04-12,72.89
SALE_00300,USER_03985,ARTIST_040,MERCH_0154,2025-07-11,23.8
SALE_00301,USER_09961,ARTIST_015,MERCH_0113,2024-12-15,20.03
SALE_00302,USER_03541,ARTIST_033,MERCH_0191,2025-05-12,26.43
SALE_00303,USER_01896,ARTIST_022,MERCH_0199,2024-08-08,48.08
SALE_00304,USER_09852,ARTIST_045,MERCH_0010,2024-01-19,33.36
SALE_00305,USER_05013,ARTIST_027,MERCH_0180,2024-04-19,59.55
SALE_00306,USER_07661,ARTIST_040,MERCH_0162,2024-02-08,18.73
SALE_00307,USER_07663,ARTIST_011,MERCH_0004,2024-05-14,64.73
SALE_00308,USER_03141,ARTIST_012,MERCH_0092,2024-08-27,32.47
SALE_00309,USER_06981,ARTIST_046,MERCH_0061,2024-06-18,31.8
SALE_00310,USER_01338,ARTIST_040,MERCH_0033,2024-02-14,47.34
SALE_00311,USER_00122,ARTIST_017,MERCH_0101,2024-02-21,36.7
SALE_00312,USER_06924,ARTIST_034,MERCH_0164,2024-10-18,45.62
SALE_00313,USER_03223,ARTIST_013,MERCH_0100,2025-04-04,27.65
SALE_00314,USER_00848,ARTIST_031,MERCH_0093,2025-08-23,46.84
SALE_00315,USER_05679,ARTIST_004,MERCH_0094,2025-04-25,70.45
SALE_00316,USER_07941,ARTIST_026,MERCH_0068,2024-07-17,36.16
SALE_00317,USER_05447,ARTIST_017,MERCH_0089,2024-06-03,40.28
SALE_00318,USER_07348,ARTIST_003,MERCH_0091,2024-09-19,65.12
SALE_00319,USER_03114,ARTIST_038,MERCH_0166,2024-03-16,37.02
SALE_00320,USER_04424,ARTIST_023,MERCH_0018,2024-05-21,32.34
SALE_00321,USER_01731,ARTIST_043,MERCH_0007,2024-02-23,21.76
SALE_00322,USER_05173,ARTIST_047,MERCH_0052,2025-01-15,57.31
SALE_00323,USER_03419,ARTIST_008,MERCH_0150,2024-02-04,70.49
SALE_00324,USER_00679,ARTIST_033,MERCH_0130,2025-03-16,39.19
SALE_00325,USER_09190,ARTIST_049,MERCH_0147,2024-10-06,27.03
SALE_00326,USER_05899,ARTIST_034,MERCH_0169,2024-12-08,47.91
SALE_00327,USER_02919,ARTIST_022,MERCH_0035,2024-06-25,31.89
SALE_00328,USER_04851,ARTIST_008,MERCH_0104,2024-12-23,17.75
SALE_00329,USER_06241,ARTIST_011,MERCH_0078,2025-02-28,23.09
SALE_00330,USER_06636,ARTIST_033,MERCH_0131,2024-05-29,29.81
SALE_00331,USER_05187,ARTIST_016,MERCH_0031,2024-02-04,60.29
SALE_00332,USER_01505,ARTIST_047,MERCH_0096,2024-05-02,18.99
SALE_00333,USER_09963,ARTIST_027,MERCH_0102,2024-12-09,61.81
SALE_00334,USER_08213,ARTIST_034,MERCH_0030,2024-05-20,20.78
SALE_00335,USER_02254,ARTIST_038,MERCH_0163,2025-08-07,16.05
SALE_00336,USER_00463,ARTIST_007,MERCH_0085,2024-05-22,56.4
SALE_00337,USER_06961,ARTIST_007,MERCH_0107,2025-04-25,46.22
SALE_00338,USER_07239,ARTIST_015,MERCH_0127,2025-06-26,16.46
SALE_00339,USER_01104,ARTIST_045,MERCH_0018,2025-03-18,64.81
SALE_00340,USER_09755,ARTIST_026,MERCH_0054,2024-12-11,40.95
SALE_00341,USER_01298,ARTIST_021,MERCH_0161,2024-12-04,21.14
SALE_00342,USER_05624,ARTIST_001,MERCH_0174,2024-03-23,64.3
SALE_00343,USER_07466,ARTIST_032,MERCH_0009,2025-04-13,36.79
SALE_00344,USER_08174,ARTIST_005,MERCH_0115,2024-06-30,74.69
SALE_00345,USER_03942,ARTIST_040,MERCH_0061,2024-05-08,51.9
SALE_00346,USER_09098,ARTIST_020,MERCH_0043,2024-05-31,45.84
SALE_00347,USER_09243,ARTIST_017,MERCH_0022,2024-07-06,30.5
